"Response","id","cluster","AcceptedCmp5","UserSpecificClusterAttributes","PurchasesSpecificClusteringData","ChannelSpecificClusteringData","CampaignSpecificClusteringData"
"false",1204,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: high, Kids: 1, Teens: 0, Enrollm.: Q4, Country: SA, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 54, NumDeals: 4}","{Web: 3, Catalog: 1, Store: 3, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1205,"cluster_20","false","{Age: mature, Ed: Graduation, Marital: Together, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: low, Recency: 54, NumDeals: 1}","{Web: 2, Catalog: 0, Store: 4, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1206,"cluster_15","false","{Age: mature, Ed: PhD, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q4, Country: GER, Complain: false}","{Wine: middle, Fruit: middle, Meat: middle, Fish: middle, Sweets: middle, Gold: high, Recency: 54, NumDeals: 1}","{Web: 4, Catalog: 4, Store: 8, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1207,"cluster_15","false","{Age: mature, Ed: PhD, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q4, Country: AUS, Complain: false}","{Wine: middle, Fruit: middle, Meat: middle, Fish: middle, Sweets: middle, Gold: high, Recency: 54, NumDeals: 1}","{Web: 4, Catalog: 4, Store: 8, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1208,"cluster_15","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q4, Country: SA, Complain: false}","{Wine: low, Fruit: bottom, Meat: middle, Fish: high, Sweets: middle, Gold: low, Recency: 54, NumDeals: 1}","{Web: 9, Catalog: 3, Store: 4, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1209,"cluster_20","false","{Age: adult, Ed: 2n Cycle, Marital: Together, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 54, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 8}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1210,"cluster_20","false","{Age: adult, Ed: PhD, Marital: Married, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 54, NumDeals: 1}","{Web: 3, Catalog: 1, Store: 4, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",1211,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: low, Recency: 54, NumDeals: 1}","{Web: 2, Catalog: 2, Store: 2, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: false, Response: true}"
"false",1212,"cluster_20","false","{Age: adult, Ed: Master, Marital: Divorced, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 54, NumDeals: 1}","{Web: 2, Catalog: 0, Store: 3, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1213,"cluster_15","false","{Age: adv_age, Ed: PhD, Marital: Together, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: low, Fruit: middle, Meat: middle, Fish: high, Sweets: middle, Gold: middle, Recency: 54, NumDeals: 1}","{Web: 2, Catalog: 7, Store: 7, WebVisits: 0}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1214,"cluster_15","false","{Age: adv_age, Ed: 2n Cycle, Marital: Married, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: low, Fruit: bottom, Meat: middle, Fish: high, Sweets: low, Gold: high, Recency: 54, NumDeals: 1}","{Web: 6, Catalog: 8, Store: 6, WebVisits: 3}","{Cmp1: true, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1215,"cluster_15","false","{Age: adv_age, Ed: 2n Cycle, Marital: Married, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: low, Fruit: bottom, Meat: middle, Fish: high, Sweets: low, Gold: high, Recency: 54, NumDeals: 1}","{Web: 6, Catalog: 8, Store: 6, WebVisits: 3}","{Cmp1: true, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1216,"cluster_15","false","{Age: adv_age, Ed: Graduation, Marital: Married, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: middle, Fruit: middle, Meat: low, Fish: low, Sweets: high, Gold: middle, Recency: 54, NumDeals: 1}","{Web: 4, Catalog: 4, Store: 8, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1217,"cluster_15","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q2, Country: IND, Complain: false}","{Wine: bottom, Fruit: middle, Meat: bottom, Fish: middle, Sweets: low, Gold: high, Recency: 54, NumDeals: 3}","{Web: 2, Catalog: 3, Store: 8, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1218,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 54, NumDeals: 3}","{Web: 3, Catalog: 0, Store: 3, WebVisits: 8}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1219,"cluster_15","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q1, Country: CA, Complain: false}","{Wine: middle, Fruit: middle, Meat: middle, Fish: high, Sweets: middle, Gold: bottom, Recency: 54, NumDeals: 1}","{Web: 6, Catalog: 5, Store: 12, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1220,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q1, Country: AUS, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: low, Sweets: bottom, Gold: bottom, Recency: 54, NumDeals: 2}","{Web: 2, Catalog: 0, Store: 3, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",1221,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Divorced, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: low, Fish: bottom, Sweets: low, Gold: low, Recency: 54, NumDeals: 7}","{Web: 6, Catalog: 2, Store: 5, WebVisits: 8}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: true}"
"false",1222,"cluster_15","false","{Age: adult, Ed: 2n Cycle, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: high, Fruit: middle, Meat: low, Fish: high, Sweets: bottom, Gold: low, Recency: 54, NumDeals: 5}","{Web: 10, Catalog: 7, Store: 10, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",1223,"cluster_15","true","{Age: adult, Ed: PhD, Marital: Together, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q4, Country: SA, Complain: false}","{Wine: middle, Fruit: low, Meat: low, Fish: middle, Sweets: high, Gold: middle, Recency: 54, NumDeals: 0}","{Web: 7, Catalog: 9, Store: 10, WebVisits: 4}","{Cmp1: true, Cmp2: false, Cmp3: false, Cmp4: true, Cmp5: true, Response: true}"
"false",1224,"cluster_20","false","{Age: adult, Ed: Master, Marital: Widow, Inc.: middle, Kids: 1, Teens: 1, Enrollm.: Q3, Country: SA, Complain: false}","{Wine: low, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: middle, Recency: 54, NumDeals: 6}","{Web: 5, Catalog: 2, Store: 5, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",1225,"cluster_15","true","{Age: mature, Ed: Graduation, Marital: Single, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SA, Complain: false}","{Wine: high, Fruit: low, Meat: middle, Fish: high, Sweets: middle, Gold: low, Recency: 55, NumDeals: 1}","{Web: 4, Catalog: 6, Store: 6, WebVisits: 2}","{Cmp1: true, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: true, Response: true}"
"false",1226,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: bottom, Kids: 1, Teens: 0, Enrollm.: Q2, Country: IND, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 3}","{Web: 4, Catalog: 0, Store: 3, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1227,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1228,"cluster_15","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: middle, Fruit: bottom, Meat: low, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 3}","{Web: 8, Catalog: 3, Store: 13, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: true, Cmp5: false, Response: false}"
"false",1229,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Divorced, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: low, Gold: low, Recency: 55, NumDeals: 1}","{Web: 1, Catalog: 2, Store: 2, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1230,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q2, Country: SA, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 4}","{Web: 2, Catalog: 0, Store: 4, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1231,"cluster_20","false","{Age: adv_age, Ed: Master, Marital: Single, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q3, Country: AUS, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 1}","{Web: 2, Catalog: 0, Store: 3, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1232,"cluster_20","false","{Age: adult, Ed: PhD, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: SA, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 1}","{Web: 3, Catalog: 0, Store: 4, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: true, Cmp5: false, Response: false}"
"false",1233,"cluster_20","false","{Age: adult, Ed: 2n Cycle, Marital: Widow, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q3, Country: SA, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 1}","{Web: 0, Catalog: 1, Store: 2, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1234,"cluster_20","false","{Age: adult, Ed: Master, Marital: Married, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 1}","{Web: 1, Catalog: 1, Store: 2, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1235,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: low, Kids: 0, Teens: 1, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: low, Recency: 55, NumDeals: 2}","{Web: 2, Catalog: 2, Store: 2, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",1236,"cluster_15","false","{Age: adult, Ed: PhD, Marital: Divorced, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: high, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 3}","{Web: 9, Catalog: 5, Store: 4, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: true, Cmp5: false, Response: true}"
"true",1237,"cluster_15","true","{Age: adv_age, Ed: Master, Marital: Together, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q4, Country: AUS, Complain: false}","{Wine: high, Fruit: middle, Meat: middle, Fish: high, Sweets: high, Gold: high, Recency: 55, NumDeals: 1}","{Web: 3, Catalog: 10, Store: 13, WebVisits: 1}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: true, Response: true}"
"false",1238,"cluster_20","false","{Age: adv_age, Ed: Graduation, Marital: Single, Inc.: low, Kids: 0, Teens: 1, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: bottom, Fruit: low, Meat: bottom, Fish: low, Sweets: bottom, Gold: low, Recency: 55, NumDeals: 5}","{Web: 5, Catalog: 3, Store: 5, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: false, Response: false}"
"false",1239,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 1, Teens: 1, Enrollm.: Q3, Country: US, Complain: false}","{Wine: low, Fruit: bottom, Meat: bottom, Fish: low, Sweets: bottom, Gold: middle, Recency: 55, NumDeals: 6}","{Web: 8, Catalog: 2, Store: 6, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1240,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 1, Teens: 1, Enrollm.: Q3, Country: IND, Complain: false}","{Wine: low, Fruit: bottom, Meat: bottom, Fish: low, Sweets: bottom, Gold: middle, Recency: 55, NumDeals: 6}","{Web: 8, Catalog: 2, Store: 6, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",1241,"cluster_15","false","{Age: adv_age, Ed: PhD, Marital: Divorced, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: high, Fruit: bottom, Meat: middle, Fish: middle, Sweets: middle, Gold: high, Recency: 55, NumDeals: 11}","{Web: 8, Catalog: 5, Store: 9, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: true}"
"false",1242,"cluster_15","false","{Age: young_mat, Ed: Graduation, Marital: Together, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: low, Fruit: low, Meat: high, Fish: low, Sweets: low, Gold: middle, Recency: 55, NumDeals: 1}","{Web: 6, Catalog: 4, Store: 10, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1243,"cluster_20","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: low, Fish: low, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 2}","{Web: 5, Catalog: 2, Store: 4, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",1244,"cluster_15","false","{Age: adult, Ed: PhD, Marital: Together, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: GER, Complain: false}","{Wine: middle, Fruit: bottom, Meat: middle, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 55, NumDeals: 5}","{Web: 7, Catalog: 6, Store: 5, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: true}"
"false",1245,"cluster_20","false","{Age: adv_age, Ed: PhD, Marital: Together, Inc.: middle, Kids: 2, Teens: 1, Enrollm.: Q2, Country: CA, Complain: false}","{Wine: middle, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 56, NumDeals: 7}","{Web: 8, Catalog: 2, Store: 5, WebVisits: 7}","{Cmp1: true, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1246,"cluster_20","false","{Age: adv_age, Ed: PhD, Marital: Together, Inc.: middle, Kids: 2, Teens: 1, Enrollm.: Q2, Country: SA, Complain: false}","{Wine: middle, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 56, NumDeals: 7}","{Web: 8, Catalog: 2, Store: 5, WebVisits: 7}","{Cmp1: true, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1247,"cluster_20","false","{Age: adv_age, Ed: Master, Marital: Divorced, Inc.: low, Kids: 0, Teens: 1, Enrollm.: Q2, Country: US, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: low, Recency: 56, NumDeals: 1}","{Web: 4, Catalog: 2, Store: 3, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1248,"cluster_15","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q2, Country: GER, Complain: false}","{Wine: middle, Fruit: middle, Meat: middle, Fish: high, Sweets: middle, Gold: middle, Recency: 56, NumDeals: 1}","{Web: 8, Catalog: 6, Store: 6, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1249,"cluster_15","false","{Age: adult, Ed: Graduation, Marital: Together, Inc.: top, Kids: 0, Teens: 0, Enrollm.: Q2, Country: AUS, Complain: false}","{Wine: middle, Fruit: middle, Meat: middle, Fish: high, Sweets: middle, Gold: middle, Recency: 56, NumDeals: 1}","{Web: 8, Catalog: 6, Store: 6, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1250,"cluster_15","false","{Age: adv_age, Ed: Master, Marital: Married, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: bottom, Fruit: middle, Meat: low, Fish: low, Sweets: middle, Gold: bottom, Recency: 56, NumDeals: 1}","{Web: 4, Catalog: 2, Store: 8, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1251,"cluster_20","false","{Age: adult, Ed: PhD, Marital: Divorced, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q2, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 56, NumDeals: 2}","{Web: 4, Catalog: 0, Store: 4, WebVisits: 7}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1252,"cluster_20","false","{Age: adult, Ed: Master, Marital: Together, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q1, Country: SA, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 56, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 5}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1253,"cluster_15","false","{Age: mature, Ed: 2n Cycle, Marital: Married, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q1, Country: SA, Complain: false}","{Wine: low, Fruit: low, Meat: low, Fish: middle, Sweets: middle, Gold: high, Recency: 56, NumDeals: 3}","{Web: 4, Catalog: 4, Store: 9, WebVisits: 3}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"true",1254,"cluster_15","true","{Age: mature, Ed: PhD, Marital: Married, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: high, Fruit: bottom, Meat: middle, Fish: bottom, Sweets: bottom, Gold: high, Recency: 56, NumDeals: 1}","{Web: 5, Catalog: 11, Store: 5, WebVisits: 2}","{Cmp1: true, Cmp2: false, Cmp3: true, Cmp4: false, Cmp5: true, Response: true}"
"false",1255,"cluster_20","false","{Age: adult, Ed: Master, Marital: Together, Inc.: bottom, Kids: 1, Teens: 0, Enrollm.: Q1, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 56, NumDeals: 4}","{Web: 2, Catalog: 1, Store: 4, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1256,"cluster_20","false","{Age: adult, Ed: Master, Marital: Married, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q4, Country: SA, Complain: false}","{Wine: low, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 56, NumDeals: 2}","{Web: 6, Catalog: 2, Store: 6, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1257,"cluster_15","false","{Age: adult, Ed: Graduation, Marital: Married, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q4, Country: SA, Complain: false}","{Wine: low, Fruit: bottom, Meat: middle, Fish: middle, Sweets: low, Gold: bottom, Recency: 56, NumDeals: 1}","{Web: 3, Catalog: 5, Store: 7, WebVisits: 1}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1258,"cluster_15","false","{Age: young_mat, Ed: PhD, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: high, Fruit: bottom, Meat: middle, Fish: middle, Sweets: low, Gold: low, Recency: 56, NumDeals: 1}","{Web: 4, Catalog: 9, Store: 10, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1259,"cluster_15","false","{Age: young_mat, Ed: PhD, Marital: Together, Inc.: middle, Kids: 0, Teens: 0, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: high, Fruit: bottom, Meat: middle, Fish: middle, Sweets: low, Gold: low, Recency: 56, NumDeals: 1}","{Web: 4, Catalog: 9, Store: 10, WebVisits: 2}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1260,"cluster_20","false","{Age: mature, Ed: Master, Marital: Married, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q4, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 56, NumDeals: 2}","{Web: 2, Catalog: 0, Store: 3, WebVisits: 8}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1261,"cluster_20","false","{Age: adult, Ed: PhD, Marital: Married, Inc.: low, Kids: 1, Teens: 1, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 56, NumDeals: 7}","{Web: 3, Catalog: 1, Store: 6, WebVisits: 6}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1262,"cluster_15","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: low, Meat: bottom, Fish: middle, Sweets: low, Gold: low, Recency: 56, NumDeals: 1}","{Web: 4, Catalog: 2, Store: 8, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1263,"cluster_15","false","{Age: adult, Ed: Graduation, Marital: Single, Inc.: middle, Kids: 0, Teens: 1, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: low, Meat: bottom, Fish: middle, Sweets: low, Gold: low, Recency: 56, NumDeals: 1}","{Web: 4, Catalog: 2, Store: 8, WebVisits: 4}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
"false",1264,"cluster_20","false","{Age: mature, Ed: Graduation, Marital: Married, Inc.: low, Kids: 1, Teens: 0, Enrollm.: Q3, Country: SP, Complain: false}","{Wine: bottom, Fruit: bottom, Meat: bottom, Fish: bottom, Sweets: bottom, Gold: bottom, Recency: 56, NumDeals: 1}","{Web: 1, Catalog: 0, Store: 3, WebVisits: 8}","{Cmp1: false, Cmp2: false, Cmp3: false, Cmp4: false, Cmp5: false, Response: false}"
